"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02665V03225","Economic Sector NACE Rev 2","C02511V03040","Private or Public Sector","UNIT","VALUE"
"EHQ16C01","Employment","20152","2015Q2","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","N","Administrative and support service activities (N)","-","All sectors","Number","78200"
"EHQ16C01","Employment","20152","2015Q2","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","113000"
"EHQ16C01","Employment","20152","2015Q2","P","Education (P)","01","Private sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","P","Education (P)","02","Public sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","P","Education (P)","-","All sectors","Number","136600"
"EHQ16C01","Employment","20152","2015Q2","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","Q","Human health and social work activities (Q)","-","All sectors","Number","226600"
"EHQ16C01","Employment","20152","2015Q2","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","Y0900","Industry (B to E)","-","All sectors","Number","206000"
"EHQ16C01","Employment","20152","2015Q2","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","91000"
"EHQ16C01","Employment","20152","2015Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C01","Employment","20152","2015Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","50300"
"EHQ16C01","Employment","20153","2015Q3","-","All NACE economic sectors","01","Private sector","Number","1274500"
"EHQ16C01","Employment","20153","2015Q3","-","All NACE economic sectors","02","Public sector","Number","376300"
"EHQ16C01","Employment","20153","2015Q3","-","All NACE economic sectors","-","All sectors","Number","1650800"
"EHQ16C01","Employment","20153","2015Q3","F","Construction (F)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","F","Construction (F)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","F","Construction (F)","-","All sectors","Number","77600"
"EHQ16C01","Employment","20153","2015Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","285900"
"EHQ16C01","Employment","20153","2015Q3","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","H","Transportation and storage (H)","-","All sectors","Number","63500"
"EHQ16C01","Employment","20153","2015Q3","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","I","Accommodation and food service activities (I)","-","All sectors","Number","151300"
"EHQ16C01","Employment","20153","2015Q3","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","J","Information and communication (J)","-","All sectors","Number","62800"
"EHQ16C01","Employment","20153","2015Q3","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","M","Professional, scientific and technical activities (M)","-","All sectors","Number","94000"
"EHQ16C01","Employment","20153","2015Q3","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","N","Administrative and support service activities (N)","-","All sectors","Number","83200"
"EHQ16C01","Employment","20153","2015Q3","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","113600"
"EHQ16C01","Employment","20153","2015Q3","P","Education (P)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","P","Education (P)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","P","Education (P)","-","All sectors","Number","133400"
"EHQ16C01","Employment","20153","2015Q3","Q","Human health and social work activities (Q)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","Q","Human health and social work activities (Q)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","Q","Human health and social work activities (Q)","-","All sectors","Number","233000"
"EHQ16C01","Employment","20153","2015Q3","Y0900","Industry (B to E)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","Y0900","Industry (B to E)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","Y0900","Industry (B to E)","-","All sectors","Number","211800"
"EHQ16C01","Employment","20153","2015Q3","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Number","88900"
"EHQ16C01","Employment","20153","2015Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Number",""
"EHQ16C01","Employment","20153","2015Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Number","51700"
"EHQ16C01","Employment","20154","2015Q4","-","All NACE economic sectors","01","Private sector","Number","1282400"
"EHQ16C01","Employment","20154","2015Q4","-","All NACE economic sectors","02","Public sector","Number","379700"
"EHQ16C01","Employment","20154","2015Q4","-","All NACE economic sectors","-","All sectors","Number","1662100"
"EHQ16C01","Employment","20154","2015Q4","F","Construction (F)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","F","Construction (F)","02","Public sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","F","Construction (F)","-","All sectors","Number","77600"
"EHQ16C01","Employment","20154","2015Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Number","295200"
"EHQ16C01","Employment","20154","2015Q4","H","Transportation and storage (H)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","H","Transportation and storage (H)","02","Public sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","H","Transportation and storage (H)","-","All sectors","Number","67000"
"EHQ16C01","Employment","20154","2015Q4","I","Accommodation and food service activities (I)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","I","Accommodation and food service activities (I)","02","Public sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","I","Accommodation and food service activities (I)","-","All sectors","Number","154000"
"EHQ16C01","Employment","20154","2015Q4","J","Information and communication (J)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","J","Information and communication (J)","02","Public sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","J","Information and communication (J)","-","All sectors","Number","63600"
"EHQ16C01","Employment","20154","2015Q4","M","Professional, scientific and technical activities (M)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","M","Professional, scientific and technical activities (M)","02","Public sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","M","Professional, scientific and technical activities (M)","-","All sectors","Number","89100"
"EHQ16C01","Employment","20154","2015Q4","N","Administrative and support service activities (N)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","N","Administrative and support service activities (N)","02","Public sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","N","Administrative and support service activities (N)","-","All sectors","Number","83400"
"EHQ16C01","Employment","20154","2015Q4","O","Public administration and defence; compulsory social security (O)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","O","Public administration and defence; compulsory social security (O)","02","Public sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","O","Public administration and defence; compulsory social security (O)","-","All sectors","Number","111300"
"EHQ16C01","Employment","20154","2015Q4","P","Education (P)","01","Private sector","Number",""
"EHQ16C01","Employment","20154","2015Q4","P","Education (P)","02","Public sector","Number",""
