"Statistic Label","Quarter","NACE Rev. 2 Sector","UNIT","VALUE"
"Job Churn Rate","2022Q3","Accommodation and food service activities (I)","%","29.6"
"Job Churn Rate","2022Q3","Information and communication (J)","%","10"
"Job Churn Rate","2022Q3","Financial, insurance and real estate activities (K, L)","%","10.2"
"Job Churn Rate","2022Q3","Professional, scientific and technical activities (M)","%","12.8"
"Job Churn Rate","2022Q3","Administrative and support service activities (N)","%","31.7"
"Job Churn Rate","2022Q3","Public administration and defence; compulsory social security (O)","%","11.2"
"Job Churn Rate","2022Q3","Education (P)","%","15.9"
"Job Churn Rate","2022Q3","Human health and social work activities (Q)","%","11.6"
"Job Churn Rate","2022Q3","Arts, entertainment, recreation and other service activities (R,S)","%","15.4"
"Job Churn Rate","2022Q3","Services (T, U)","%","13.2"
"Job Churn Rate","2022Q4","All NACE economic sectors","%","15.1"
"Job Churn Rate","2022Q4","Not stated","%","5.3"
"Job Churn Rate","2022Q4","Agriculture, forestry and fishing (A)","%","9.9"
"Job Churn Rate","2022Q4","Industry (B to E)","%","9.9"
"Job Churn Rate","2022Q4","Construction (F)","%","11.5"
"Job Churn Rate","2022Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","17.7"
"Job Churn Rate","2022Q4","Transportation and storage (H)","%","10.4"
"Job Churn Rate","2022Q4","Accommodation and food service activities (I)","%","27.3"
"Job Churn Rate","2022Q4","Information and communication (J)","%","10.1"
"Job Churn Rate","2022Q4","Financial, insurance and real estate activities (K, L)","%","10.8"
"Job Churn Rate","2022Q4","Professional, scientific and technical activities (M)","%","12.9"
"Job Churn Rate","2022Q4","Administrative and support service activities (N)","%","31.8"
"Job Churn Rate","2022Q4","Public administration and defence; compulsory social security (O)","%","6.3"
"Job Churn Rate","2022Q4","Education (P)","%","13.6"
"Job Churn Rate","2022Q4","Human health and social work activities (Q)","%","10.8"
"Job Churn Rate","2022Q4","Arts, entertainment, recreation and other service activities (R,S)","%","14.3"
"Job Churn Rate","2022Q4","Services (T, U)","%","12.6"
"Job Churn Rate","2023Q1","All NACE economic sectors","%","12.6"
"Job Churn Rate","2023Q1","Not stated","%","7"
"Job Churn Rate","2023Q1","Agriculture, forestry and fishing (A)","%","10.9"
"Job Churn Rate","2023Q1","Industry (B to E)","%","7.6"
"Job Churn Rate","2023Q1","Construction (F)","%","10.8"
"Job Churn Rate","2023Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","12"
"Job Churn Rate","2023Q1","Transportation and storage (H)","%","8.7"
"Job Churn Rate","2023Q1","Accommodation and food service activities (I)","%","23.4"
"Job Churn Rate","2023Q1","Information and communication (J)","%","7"
"Job Churn Rate","2023Q1","Financial, insurance and real estate activities (K, L)","%","8.6"
"Job Churn Rate","2023Q1","Professional, scientific and technical activities (M)","%","9.7"
"Job Churn Rate","2023Q1","Administrative and support service activities (N)","%","25.6"
"Job Churn Rate","2023Q1","Public administration and defence; compulsory social security (O)","%","10.8"
"Job Churn Rate","2023Q1","Education (P)","%","13.1"
"Job Churn Rate","2023Q1","Human health and social work activities (Q)","%","10"
"Job Churn Rate","2023Q1","Arts, entertainment, recreation and other service activities (R,S)","%","13.2"
"Job Churn Rate","2023Q1","Services (T, U)","%","11.8"
"Job Churn Rate","2023Q2","All NACE economic sectors","%","13"
"Job Churn Rate","2023Q2","Not stated","%","4.4"
"Job Churn Rate","2023Q2","Agriculture, forestry and fishing (A)","%","9.1"
"Job Churn Rate","2023Q2","Industry (B to E)","%","8.2"
"Job Churn Rate","2023Q2","Construction (F)","%","11.5"
"Job Churn Rate","2023Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","14.7"
"Job Churn Rate","2023Q2","Transportation and storage (H)","%","9.5"
"Job Churn Rate","2023Q2","Accommodation and food service activities (I)","%","24.4"
"Job Churn Rate","2023Q2","Information and communication (J)","%","6"
"Job Churn Rate","2023Q2","Financial, insurance and real estate activities (K, L)","%","8"
"Job Churn Rate","2023Q2","Professional, scientific and technical activities (M)","%","9.7"
"Job Churn Rate","2023Q2","Administrative and support service activities (N)","%","28.3"
"Job Churn Rate","2023Q2","Public administration and defence; compulsory social security (O)","%","12.3"
"Job Churn Rate","2023Q2","Education (P)","%","9.2"
"Job Churn Rate","2023Q2","Human health and social work activities (Q)","%","9.8"
"Job Churn Rate","2023Q2","Arts, entertainment, recreation and other service activities (R,S)","%","13.7"
"Job Churn Rate","2023Q2","Services (T, U)","%","10.6"
"Job Churn Rate","2023Q3","All NACE economic sectors","%","14.1"
"Job Churn Rate","2023Q3","Not stated","%","6.7"
"Job Churn Rate","2023Q3","Agriculture, forestry and fishing (A)","%","10.8"
"Job Churn Rate","2023Q3","Industry (B to E)","%","8.4"
"Job Churn Rate","2023Q3","Construction (F)","%","11.8"
"Job Churn Rate","2023Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","15"
"Job Churn Rate","2023Q3","Transportation and storage (H)","%","9.9"
"Job Churn Rate","2023Q3","Accommodation and food service activities (I)","%","26.1"
"Job Churn Rate","2023Q3","Information and communication (J)","%","6.8"
"Job Churn Rate","2023Q3","Financial, insurance and real estate activities (K, L)","%","8.8"
"Job Churn Rate","2023Q3","Professional, scientific and technical activities (M)","%","10"
"Job Churn Rate","2023Q3","Administrative and support service activities (N)","%","28.3"
"Job Churn Rate","2023Q3","Public administration and defence; compulsory social security (O)","%","10"
"Job Churn Rate","2023Q3","Education (P)","%","14.5"
"Job Churn Rate","2023Q3","Human health and social work activities (Q)","%","12"
"Job Churn Rate","2023Q3","Arts, entertainment, recreation and other service activities (R,S)","%","14.1"
"Job Churn Rate","2023Q3","Services (T, U)","%","13.7"
"Job Churn Rate","2023Q4","All NACE economic sectors","%","14.4"
"Job Churn Rate","2023Q4","Not stated","%","4.6"
"Job Churn Rate","2023Q4","Agriculture, forestry and fishing (A)","%","9.9"
"Job Churn Rate","2023Q4","Industry (B to E)","%","8.8"
"Job Churn Rate","2023Q4","Construction (F)","%","11.5"
"Job Churn Rate","2023Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","15.6"
"Job Churn Rate","2023Q4","Transportation and storage (H)","%","9.3"
"Job Churn Rate","2023Q4","Accommodation and food service activities (I)","%","24.5"
"Job Churn Rate","2023Q4","Information and communication (J)","%","7.3"
"Job Churn Rate","2023Q4","Financial, insurance and real estate activities (K, L)","%","9.1"
"Job Churn Rate","2023Q4","Professional, scientific and technical activities (M)","%","11.2"
"Job Churn Rate","2023Q4","Administrative and support service activities (N)","%","29"
"Job Churn Rate","2023Q4","Public administration and defence; compulsory social security (O)","%","9.1"
"Job Churn Rate","2023Q4","Education (P)","%","17.7"
"Job Churn Rate","2023Q4","Human health and social work activities (Q)","%","12.2"
"Job Churn Rate","2023Q4","Arts, entertainment, recreation and other service activities (R,S)","%","13.4"
"Job Churn Rate","2023Q4","Services (T, U)","%","11.5"
"Job Churn Rate","2024Q1","All NACE economic sectors","%","11.8"
"Job Churn Rate","2024Q1","Not stated","%","5.7"
"Job Churn Rate","2024Q1","Agriculture, forestry and fishing (A)","%","10.9"
"Job Churn Rate","2024Q1","Industry (B to E)","%","7.4"
"Job Churn Rate","2024Q1","Construction (F)","%","10.4"
"Job Churn Rate","2024Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","11"
"Job Churn Rate","2024Q1","Transportation and storage (H)","%","8.7"
"Job Churn Rate","2024Q1","Accommodation and food service activities (I)","%","20"
"Job Churn Rate","2024Q1","Information and communication (J)","%","7.3"
"Job Churn Rate","2024Q1","Financial, insurance and real estate activities (K, L)","%","7.5"
"Job Churn Rate","2024Q1","Professional, scientific and technical activities (M)","%","9"
"Job Churn Rate","2024Q1","Administrative and support service activities (N)","%","25.2"
"Job Churn Rate","2024Q1","Public administration and defence; compulsory social security (O)","%","9.8"
"Job Churn Rate","2024Q1","Education (P)","%","13.4"
"Job Churn Rate","2024Q1","Human health and social work activities (Q)","%","9.9"
"Job Churn Rate","2024Q1","Arts, entertainment, recreation and other service activities (R,S)","%","12.6"
"Job Churn Rate","2024Q1","Services (T, U)","%","14.9"
"Job Churn Rate","2024Q2","All NACE economic sectors","%","11.5"
"Job Churn Rate","2024Q2","Not stated","%","4.4"
"Job Churn Rate","2024Q2","Agriculture, forestry and fishing (A)","%","8.6"
"Job Churn Rate","2024Q2","Industry (B to E)","%","7.7"
"Job Churn Rate","2024Q2","Construction (F)","%","11.3"
"Job Churn Rate","2024Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","12.4"
"Job Churn Rate","2024Q2","Transportation and storage (H)","%","8.9"
"Job Churn Rate","2024Q2","Accommodation and food service activities (I)","%","21.1"
"Job Churn Rate","2024Q2","Information and communication (J)","%","6.3"
"Job Churn Rate","2024Q2","Financial, insurance and real estate activities (K, L)","%","7.3"
"Job Churn Rate","2024Q2","Professional, scientific and technical activities (M)","%","9.8"
"Job Churn Rate","2024Q2","Administrative and support service activities (N)","%","26.6"
"Job Churn Rate","2024Q2","Public administration and defence; compulsory social security (O)","%","9.2"
"Job Churn Rate","2024Q2","Education (P)","%","8.1"
"Job Churn Rate","2024Q2","Human health and social work activities (Q)","%","8"
"Job Churn Rate","2024Q2","Arts, entertainment, recreation and other service activities (R,S)","%","11.6"
"Job Churn Rate","2024Q2","Services (T, U)","%","11"
"Job Churn Rate","2024Q3","All NACE economic sectors","%","12.8"
"Job Churn Rate","2024Q3","Not stated","%","4.1"
"Job Churn Rate","2024Q3","Agriculture, forestry and fishing (A)","%","9.9"
"Job Churn Rate","2024Q3","Industry (B to E)","%","8"
"Job Churn Rate","2024Q3","Construction (F)","%","11.4"
"Job Churn Rate","2024Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","%","13.3"
"Job Churn Rate","2024Q3","Transportation and storage (H)","%","9.2"
"Job Churn Rate","2024Q3","Accommodation and food service activities (I)","%","22.7"
"Job Churn Rate","2024Q3","Information and communication (J)","%","7.4"
"Job Churn Rate","2024Q3","Financial, insurance and real estate activities (K, L)","%","8.4"
"Job Churn Rate","2024Q3","Professional, scientific and technical activities (M)","%","10"
"Job Churn Rate","2024Q3","Administrative and support service activities (N)","%","25.6"
"Job Churn Rate","2024Q3","Public administration and defence; compulsory social security (O)","%","9.9"
"Job Churn Rate","2024Q3","Education (P)","%","13.3"
"Job Churn Rate","2024Q3","Human health and social work activities (Q)","%","10.1"
"Job Churn Rate","2024Q3","Arts, entertainment, recreation and other service activities (R,S)","%","12.2"
"Job Churn Rate","2024Q3","Services (T, U)","%","11.4"
